player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Tawee Walker,158097,HB,CINCINNATI,6,7,0,138,0,-5.0,0,100.0,100.0,1,1,0.0,0,1,0,86.7,89.8,0,10,0.0,0,7,2,100.0,7,118.8,2,28.6,1,6,16,8.0,3.0,0.86,,0,,,0,0,,0,0,0,81.5,56.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Joey Bearns III,144893,TE,CHARLOTTE,5,7,0,136,0,-1.5,1,100.0,,0,0,0.0,0,0,0,90.0,64.2,0,0,0.0,0,7,2,85.7,6,79.2,2,33.3,0,0,3,1.5,0.0,0.0,4.0,0,100.0,,0,0,0.0,0,1,0,78.5,83.7,0,9,0.0,0,6,1,83.3,5,104.2,1,20.0,0,9,5,5.0,9.0,1.8
Derrick McFall,183252,HB,SMU,6,7,0,287,0,-5.2,1,100.0,,0,0,0.0,0,1,0,92.6,95.3,0,14,7.1,1,14,5,92.9,13,140.4,5,38.5,1,41,67,13.4,8.2,3.15,-4.3,0,100.0,,0,0,0.0,0,1,0,81.5,83.5,0,14,0.0,0,5,3,100.0,5,143.8,3,60.0,1,27,40,13.3,9.0,5.4
Emmett Mosley V,183278,WR,TEXAS,2,7,0,311,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.1,0,8,0.0,0,9,1,100.0,9,100.0,1,11.1,0,8,8,8.0,8.0,0.89,31.5,0,50.0,,0,0,0.0,0,1,0,74.9,64.1,0,18,0.0,0,9,1,100.0,9,81.3,2,22.2,0,18,2,2.0,18.0,2.0
John Rogers,183291,TE,VIRGINIA,3,7,0,335,0,,0,,,0,0,,0,0,0,,47.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,13.0,0,0.0,0.0,0,1,,0,0,0,76.3,62.4,0,0,5.9,1,17,0,94.1,16,39.6,2,12.5,0,0,0,,,0.0
Chavon Wright,205258,HB,N ILLINOIS,6,7,0,254,0,-5.0,2,100.0,,0,0,0.0,0,0,0,81.5,55.7,0,3,28.6,4,14,1,71.4,10,79.2,1,10.0,0,3,8,8.0,3.0,0.3,,0,,,0,0,,0,0,0,80.1,55.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Davion Gause,183328,HB,N CAROLINA,5,7,0,245,0,-6.0,0,100.0,,0,0,0.0,0,0,0,81.5,75.8,0,-4,0.0,0,2,1,100.0,2,79.2,1,50.0,0,-4,2,2.0,-4.0,-2.0,,0,,,0,0,,0,0,0,80.9,92.0,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Luke McGary,173303,TE,HOUSTON,6,7,0,182,0,-0.5,0,100.0,,0,0,0.0,0,0,0,86.7,75.2,0,8,16.7,2,12,2,83.3,10,83.3,2,20.0,0,8,9,4.5,4.0,0.8,22.0,0,0.0,,0,0,,0,0,0,76.3,49.6,0,0,0.0,0,24,0,87.5,21,39.6,1,4.8,0,0,0,,,0.0
Jeremiah Melvin,183392,WR,WAKE,6,7,0,339,0,,0,,,0,0,,0,0,0,,47.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,28.0,0,100.0,,0,0,0.0,0,1,0,74.9,58.7,0,27,0.0,0,5,1,100.0,5,158.3,1,20.0,1,27,0,0.0,27.0,5.4
Cameren Smith,161150,HB,CHARLOTTE,6,7,0,136,0,-4.0,0,100.0,,0,0,0.0,0,1,0,81.5,90.8,0,17,0.0,0,4,1,100.0,4,118.8,1,25.0,0,17,21,21.0,17.0,4.25,,0,,,0,0,,0,0,0,79.3,60.3,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Cameron Harpole,146163,TE,ARIZONA ST,6,7,0,110,0,,0,,,0,0,,0,0,0,,40.3,0,0,7.1,1,14,0,85.7,12,0.0,0,0.0,0,0,0,,,0.0,7.5,0,50.0,100.0,1,1,0.0,0,1,0,74.9,47.3,0,11,8.8,5,57,3,80.7,46,58.3,6,13.0,0,21,6,2.0,7.0,0.46
Doug Emilien,129648,WR,KANSAS,7,6,0,198,0,-0.5,2,100.0,,0,0,0.0,0,1,0,86.7,69.0,0,14,0.0,0,9,2,100.0,9,106.3,2,22.2,0,19,20,10.0,9.5,2.11,6.2,2,33.3,0.0,0,1,0.0,0,1,0,74.9,55.1,0,14,0.0,0,33,2,100.0,33,43.1,6,18.2,0,19,20,10.0,9.5,0.58
Devon Tauaefa,158190,TE,HAWAII,6,6,0,180,0,-1.0,0,100.0,,0,0,0.0,0,1,0,81.5,56.0,0,16,0.0,0,16,1,100.0,16,118.8,1,6.3,0,16,17,17.0,16.0,1.0,3.8,0,75.0,0.0,0,1,0.0,0,2,0,79.3,56.0,0,10,0.0,0,24,3,100.0,24,83.3,4,16.7,0,18,8,2.7,6.0,0.75
Alton McCaskill,144253,HB,SM HOUSTON,3,6,0,281,0,-4.6,0,60.0,,0,0,25.0,1,2,0,22.1,49.7,0,15,0.0,0,8,3,100.0,8,113.3,5,62.5,1,26,39,13.0,8.7,3.25,-3.0,0,0.0,,0,0,,0,0,0,58.9,55.9,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0
Makhilyn Young,156935,HB,VANDERBILT,6,6,0,333,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,78.5,64.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Landon Strother,197048,WR,LA LAFAYET,5,6,0,207,0,-1.0,0,100.0,,0,0,0.0,0,0,0,86.7,61.8,0,5,0.0,0,3,1,66.7,2,87.5,1,50.0,0,5,6,6.0,5.0,2.5,4.6,0,80.0,,0,0,0.0,0,2,0,77.5,62.4,0,12,0.0,0,18,4,88.9,16,92.5,5,31.3,0,31,15,3.8,7.8,1.94
PJ Martin,172310,HB,S ALABAMA,6,6,0,288,0,-4.0,3,50.0,,0,0,0.0,0,1,0,81.5,97.2,0,35,0.0,0,11,1,100.0,11,95.8,2,18.2,0,35,40,40.0,35.0,3.18,-5.0,3,100.0,,0,0,0.0,0,1,0,76.3,86.0,0,35,0.0,0,2,1,100.0,2,118.8,1,50.0,0,35,40,40.0,35.0,17.5
Clayton Coppock,198608,WR,KENNESAW,3,6,0,200,0,-4.0,0,100.0,,0,0,0.0,0,0,0,86.7,59.2,0,5,0.0,0,5,2,100.0,5,79.2,2,40.0,0,6,14,7.0,3.0,1.2,4.2,0,100.0,,0,0,0.0,0,3,0,81.5,80.2,0,18,0.0,0,15,5,100.0,15,102.5,5,33.3,0,43,22,4.4,8.6,2.87
Jaylan Bean,184945,WR,WYOMING,6,6,0,351,0,,0,,,0,0,,0,0,0,,47.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,80.1,65.0,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0
Jake Appleget,156468,TE,N ILLINOIS,6,6,0,254,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,45.4,0,3,47.6,10,21,1,47.6,10,79.2,1,10.0,0,3,3,3.0,3.0,0.3,4.0,0,100.0,,0,0,0.0,0,0,0,77.5,46.5,0,6,1.7,1,59,1,89.8,53,91.7,1,1.9,0,6,2,2.0,6.0,0.11
TJ Abrams,184416,WR,FLORIDA,4,6,0,163,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,20.0,0,100.0,,0,0,0.0,0,1,0,77.5,69.2,0,32,0.0,0,8,1,100.0,8,118.8,1,12.5,0,32,12,12.0,32.0,4.0
Kezion Dia-Johnson,191112,WR,UMASS,5,6,0,216,0,-4.0,1,100.0,,0,0,0.0,0,0,0,81.5,63.2,0,-1,0.0,0,1,1,100.0,1,79.2,1,100.0,0,-1,3,3.0,-1.0,-1.0,11.0,0,0.0,,0,0,100.0,1,0,0,7.8,40.9,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0
Branson Robinson,163749,HB,GA STATE,6,6,0,175,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,58.0,0,5,0.0,0,8,1,100.0,8,87.5,1,12.5,0,5,7,7.0,5.0,0.63,,0,,,0,0,,0,0,0,33.4,40.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Mark Fletcher Jr.,175374,HB,MIAMI FL,5,6,0,220,0,,0,,,0,0,,0,0,0,,39.3,0,0,0.0,0,28,0,100.0,28,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,53.4,50.1,0,0,0.0,0,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0
Tanner Arkin,146008,TE,ILLINOIS,7,6,0,187,0,,0,,,0,0,,0,0,0,,35.5,0,0,28.0,7,25,0,72.0,18,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,1,0,78.5,54.2,0,7,6.3,2,32,1,90.6,29,95.8,1,3.4,0,7,1,1.0,7.0,0.24
Makenzie McGill II,173209,HB,N TEXAS,6,6,0,251,0,-4.7,1,66.7,,0,0,0.0,0,0,0,86.7,54.1,0,2,0.0,0,17,2,100.0,17,70.1,3,17.6,0,2,8,4.0,1.0,0.12,,0,,,0,0,,0,0,0,78.5,49.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Jelani Thurman,170274,TE,OHIO STATE,5,6,0,260,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,,0,0,0,,,,3.0,0,100.0,,0,0,0.0,0,0,0,73.1,64.5,0,6,0.0,0,2,1,100.0,2,91.7,1,50.0,0,6,3,3.0,6.0,3.0
Tony Johnson,145189,WR,MIAMI FL,5,6,0,220,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,16.5,0,0.0,,0,0,,0,0,0,73.1,67.3,0,0,0.0,0,7,0,100.0,7,39.6,2,28.6,0,0,0,,,0.0
Nate Sullivan Jr.,138317,TE,LA MONROE,6,6,0,209,0,,0,,,0,0,,0,0,0,,39.9,0,0,7.1,1,14,0,85.7,12,0.0,0,0.0,0,0,0,,,0.0,6.7,0,0.0,0.0,0,1,100.0,1,0,0,8.4,37.5,0,0,8.3,2,24,0,87.5,21,39.6,3,14.3,0,0,0,,,0.0
JeyQuan Smith,175327,WR,USF,6,6,0,327,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,47.3,0,4,0.0,0,13,1,92.3,12,83.3,1,8.3,0,4,4,4.0,4.0,0.33,,0,,,0,0,,0,0,0,8.4,45.3,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Hunter Hopperton,161377,TE,KENT STATE,6,6,0,201,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,46.4,0,2,30.8,4,13,1,61.5,8,79.2,1,12.5,0,2,3,3.0,2.0,0.25,,0,,,0,0,,0,0,0,73.1,57.8,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0
Ky Woods,163868,HB,NEVADA,5,6,0,239,0,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0.5,1,100.0,,0,0,0.0,0,1,0,25.3,60.9,0,12,0.0,0,2,2,100.0,2,104.2,2,100.0,0,18,17,8.5,9.0,9.0
Scottre Humphrey,176767,HB,NEW MEXICO,6,6,0,241,0,-1.0,0,0.0,,0,0,100.0,1,0,0,0.0,24.1,0,0,0.0,0,10,0,100.0,10,39.6,1,10.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,39.5,35.6,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Jake Young,162766,TE,CHARLOTTE,6,6,0,136,0,,0,,,0,0,,0,0,0,,44.0,0,0,30.0,3,10,0,70.0,7,0.0,0,0.0,0,0,0,,,0.0,25.0,0,0.0,,0,0,,0,0,0,18.3,50.6,1,0,4.2,1,24,0,87.5,21,0.0,1,4.8,0,0,0,,,0.0
La'Vell Wright,146736,HB,W KENTUCKY,6,6,0,346,0,-4.0,1,100.0,,0,0,0.0,0,0,0,90.0,89.6,0,13,0.0,0,7,3,100.0,7,97.2,3,42.9,0,22,34,11.3,7.3,3.14,,0,,,0,0,,0,0,0,79.3,68.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Hunter Smith,155556,HB,TEMPLE,6,6,0,306,0,,0,,,0,0,,0,0,0,,43.9,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,80.1,59.5,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
Harry Stewart III,183815,HB,KANSAS,6,6,0,198,0,-5.5,0,100.0,,0,0,0.0,0,1,0,86.7,91.0,0,8,0.0,0,5,2,100.0,5,89.6,2,40.0,0,11,22,11.0,5.5,2.2,,0,,,0,0,,0,0,0,80.1,75.3,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Luke Hutchison,175242,WR,NAVY,4,6,0,237,0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,67.2,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
George Hart III,146269,HB,W KENTUCKY,6,6,0,346,0,,0,,,0,0,,0,0,0,,41.8,0,0,0.0,0,18,0,94.4,17,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,77.5,47.7,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0
Jackson Verdugo,198398,TE,FIU,5,6,0,166,0,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7.5,0,100.0,,0,0,0.0,0,1,0,77.5,61.9,0,18,0.0,0,15,2,100.0,15,116.7,2,13.3,0,24,9,4.5,12.0,1.6
KK Smith,171099,WR,NOTRE DAME,5,6,0,258,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,21.0,0,100.0,,0,0,0.0,0,1,0,77.5,72.6,0,18,0.0,0,2,1,100.0,2,158.3,1,50.0,1,18,0,0.0,18.0,9.0
Travis Smith Jr.,200185,WR,TENNESSEE,5,6,0,307,0,-1.0,0,100.0,,0,0,0.0,0,1,0,81.5,63.3,0,13,0.0,0,11,1,100.0,11,118.8,1,9.1,0,13,14,14.0,13.0,1.18,,0,,,0,0,,0,0,0,74.9,53.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Leon Haughton Jr.,162793,TE,MARYLAND,4,6,0,215,0,,0,,,0,0,,0,0,0,,45.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,15.0,0,50.0,,0,0,0.0,0,1,0,45.4,53.9,0,9,0.0,0,9,1,100.0,9,62.5,2,22.2,0,9,1,1.0,9.0,1.0
Tanner Lemaster,175154,TE,E MICHIGAN,4,6,0,160,0,-1.0,0,100.0,,0,0,0.0,0,1,0,86.7,89.9,0,9,0.0,0,4,2,100.0,4,91.7,2,50.0,0,12,14,7.0,6.0,3.0,6.0,0,100.0,100.0,1,1,0.0,0,2,0,79.3,84.6,0,13,0.0,0,9,3,100.0,9,104.2,3,33.3,0,27,9,3.0,9.0,3.0
Khamari Anderson,175134,TE,ARIZONA ST,6,6,0,110,0,-2.0,0,100.0,,0,0,0.0,0,0,0,86.7,41.6,0,4,0.0,0,22,2,90.9,20,79.2,2,10.0,0,3,7,3.5,1.5,0.15,15.0,0,0.0,0.0,0,1,,0,0,0,32.3,43.7,0,0,1.5,1,67,0,94.0,63,39.6,1,1.6,0,0,0,,,0.0
Jaren Hamilton,172378,WR,ARIZONA ST,6,6,0,110,0,,0,,,0,0,,0,0,0,,48.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,36.7,0,33.3,100.0,1,1,0.0,0,1,0,24.5,51.7,0,44,0.0,0,13,1,84.6,11,81.9,3,27.3,0,44,0,0.0,44.0,4.0
Tyrell Henry,158385,WR,WISCONSIN,6,6,0,349,0,-8.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.5,0,-5,0.0,0,4,1,75.0,3,79.2,1,33.3,0,-5,3,3.0,-5.0,-1.67,3.0,0,100.0,,0,0,0.0,0,0,0,76.3,62.3,0,5,0.0,0,20,1,90.0,18,87.5,1,5.6,0,5,2,2.0,5.0,0.28
Terence Marshall,190150,WR,W MICHIGAN,7,6,0,347,0,-1.0,0,100.0,,0,0,0.0,0,1,0,81.5,70.7,0,13,0.0,0,8,1,87.5,7,118.8,1,14.3,0,13,14,14.0,13.0,1.86,15.0,0,0.0,,0,0,,0,0,0,78.5,55.0,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0
Eli Wood,156382,WR,VIRGINIA,6,6,0,335,0,,0,,,0,0,,0,0,0,,48.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,10.0,0,100.0,,0,0,0.0,0,1,0,74.9,65.7,0,10,0.0,0,7,1,100.0,7,108.3,1,14.3,0,10,0,0.0,10.0,1.43
Adam Mohammed,183644,HB,WASHINGTON,6,6,0,340,0,-3.0,1,100.0,,0,0,0.0,0,1,0,81.5,91.3,0,33,11.1,1,9,1,88.9,8,118.8,1,12.5,0,33,36,36.0,33.0,4.13,,0,,,0,0,,0,0,0,77.5,72.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
George Pettaway,156351,HB,JAMES MAD,4,6,0,197,0,-5.0,1,100.0,,0,0,0.0,0,0,0,86.7,64.5,0,0,0.0,0,4,2,100.0,4,79.2,2,50.0,0,-3,7,3.5,-1.5,-0.75,-4.0,1,100.0,,0,0,0.0,0,0,0,76.3,53.5,0,0,0.0,0,2,1,50.0,1,79.2,1,100.0,0,0,4,4.0,0.0,0.0
Preston Fox,123418,WR,W VIRGINIA,5,6,0,343,0,,0,,,0,0,,0,0,0,,52.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.0,0,100.0,,0,0,0.0,0,1,0,76.3,63.3,0,14,0.0,0,4,1,75.0,3,118.8,1,33.3,0,14,0,0.0,14.0,4.67
Brandon Hood,190785,HB,UMASS,6,6,0,216,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.9,0,0,0.0,0,4,1,100.0,4,79.2,1,25.0,0,0,4,4.0,0.0,0.0,,0,,,0,0,,0,0,0,80.9,57.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Tyson Carter,198409,WR,FIU,5,6,0,166,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,29.5,0,0.0,,0,0,,0,0,0,70.7,65.0,0,0,0.0,0,8,0,100.0,8,39.6,2,25.0,0,0,0,,,0.0
Brock Townsend,184677,HB,C MICHIGAN,5,6,0,134,0,-4.5,1,100.0,,0,0,0.0,0,1,0,86.7,91.2,0,12,14.3,1,7,2,85.7,6,108.3,2,33.3,0,20,29,14.5,10.0,3.33,-4.5,1,100.0,,0,0,0.0,0,1,0,76.3,72.7,0,12,14.3,1,7,2,85.7,6,108.3,2,33.3,0,20,29,14.5,10.0,3.33
Isaiah Mizell,198107,WR,ARIZONA,5,6,0,109,0,,0,,,0,0,,0,0,0,,46.0,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,8.0,0,50.0,100.0,1,1,0.0,0,0,0,76.3,53.1,0,7,0.0,0,6,1,83.3,5,58.3,2,40.0,0,7,1,1.0,7.0,1.4
Sawyer Racanelli,131910,WR,WAKE,5,6,0,339,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0,10.5,0,50.0,100.0,1,1,0.0,0,1,0,76.3,63.5,0,16,0.0,0,24,2,91.7,22,67.7,4,18.2,0,23,2,1.0,11.5,1.05
Jackson Bennee,183856,CB,UTAH,5,6,0,328,0,,0,,,0,0,,0,0,0,81.5,59.4,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,22.0,0,50.0,0.0,0,1,0.0,0,0,0,45.4,60.9,0,3,0.0,0,13,1,92.3,12,56.3,2,16.7,0,3,4,4.0,3.0,0.25
Will Kacmarek,145896,TE,OHIO STATE,6,6,0,260,0,,0,,,0,0,,0,0,0,,37.8,0,0,55.6,5,9,0,44.4,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,78.5,70.0,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Grant Stec,183669,TE,WISCONSIN,6,6,0,349,0,,0,,,0,0,,0,0,0,,43.2,0,0,62.5,5,8,0,37.5,3,0.0,0,0.0,0,0,0,,,0.0,21.0,0,100.0,,0,0,0.0,0,1,0,76.3,80.1,0,22,0.0,0,8,1,100.0,8,118.8,1,12.5,0,22,1,1.0,22.0,2.75
Ty Stamey,176363,TE,TEXAS ST,5,6,0,314,0,,0,,,0,0,,0,0,0,,41.6,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0,9.3,0,66.7,0.0,0,1,0.0,0,1,1,80.1,54.3,0,11,4.5,1,22,2,95.5,21,77.1,3,14.3,0,14,7,3.5,7.0,0.67
Ryan Manning,170198,WR,MARYLAND,3,6,0,215,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,3.0,0,50.0,0.0,0,1,0.0,0,0,0,25.7,49.2,0,4,0.0,0,11,1,90.9,10,56.3,2,20.0,0,4,3,3.0,4.0,0.4
Tim Burns Jr.,199928,WR,SM HOUSTON,6,6,0,281,0,,0,,,0,0,,0,0,0,,44.3,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.9,56.4,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Jakolbe Baldwin,143984,WR,MARSHALL,3,6,0,214,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,53.7,0,0,0.0,0,6,1,83.3,5,79.2,1,20.0,0,0,0,0.0,0.0,0.0,,0,,,0,0,,0,0,0,79.3,51.3,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Caleb Ramseur,172143,HB,NEVADA,6,6,0,239,0,-1.3,1,100.0,,0,0,0.0,0,2,0,90.0,77.1,0,17,0.0,0,8,3,100.0,8,139.6,3,37.5,1,24,28,9.3,8.0,3.0,-3.0,1,100.0,,0,0,0.0,0,0,0,80.9,55.4,0,6,0.0,0,4,1,100.0,4,91.7,1,25.0,0,6,9,9.0,6.0,1.5
Noah Whittington,123472,HB,OREGON,4,6,0,264,0,,0,,,0,0,,0,0,0,,48.3,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,82.2,54.9,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0
Jadon Thompson,123583,WR,MEMPHIS,6,6,0,218,0,-2.0,0,0.0,,0,0,100.0,1,0,0,0.0,29.1,0,0,0.0,0,7,0,85.7,6,39.6,1,16.7,0,0,0,,,0.0,16.3,0,33.3,0.0,0,1,50.0,2,1,0,29.1,52.9,0,40,0.0,0,42,2,92.9,39,61.1,6,15.4,0,45,5,2.5,22.5,1.15
Kaleb Jackson,172483,HB,LSU,4,6,0,211,0,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,1,0,66.1,77.2,0,13,0.0,0,2,1,100.0,2,118.8,1,50.0,0,13,10,10.0,13.0,6.5
Tiger Bachmeier,174177,WR,BYU,6,6,0,128,0,-2.0,0,100.0,,0,0,0.0,0,0,1,86.7,37.8,0,8,0.0,0,14,2,100.0,14,93.8,2,14.3,0,13,17,8.5,6.5,0.93,-3.0,0,100.0,,0,0,0.0,0,0,0,78.5,47.5,0,8,0.0,0,17,1,100.0,17,100.0,1,5.9,0,8,11,11.0,8.0,0.47
Lawson Albright,145044,TE,NWESTERN,6,6,0,256,0,,0,,,0,0,,0,0,0,,42.4,0,0,10.0,1,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,10.0,0,33.3,,0,0,0.0,0,0,0,45.9,42.3,0,7,0.0,0,22,1,95.5,21,42.4,3,14.3,0,7,0,0.0,7.0,0.33
Dale Martin,147140,WR,LA LAFAYET,2,6,0,207,0,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.3,0,66.7,,0,0,0.0,0,1,0,76.3,69.5,0,69,0.0,0,14,2,85.7,12,149.3,3,25.0,1,72,64,32.0,36.0,6.0
Benji Blackburn,193238,TE,STANFORD,6,6,0,300,0,,0,,,0,0,,0,0,0,,47.1,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,45.9,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0
DJay Braswell,175920,HB,GA STATE,5,6,0,175,0,-5.7,4,66.7,,0,0,0.0,0,0,0,86.7,59.0,0,-1,9.1,1,11,2,90.9,10,70.1,3,30.0,0,-2,10,5.0,-1.0,-0.2,-5.0,0,0.0,,0,0,,0,0,0,79.3,57.5,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Elisha Durham,198166,WR,BALL ST,5,6,0,117,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,32.3,51.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Tyson Mobley,122350,WR,LIBERTY,4,6,0,206,0,-4.0,0,0.0,,0,0,100.0,1,0,0,0.0,27.6,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,14.0,0,33.3,100.0,1,1,0.0,0,1,0,66.7,48.0,0,15,0.0,0,11,1,100.0,11,50.7,3,27.3,0,15,-1,-1.0,15.0,1.36
