player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Daylen Everette,157079,CB,GEORGIA,5,167,0,173,1,14.0,33.3,98.2,17.0,5.7,1,2,22.2,55.5,0,11,25.0,1,1,42.4,3,54,32.3,55,0,2,9,0,26,0,0.5,8.7,0,3,10.8,75.0,99.0,8.0,6.0,0,2,12.5,68.6,0,24,7.7,1,1,97.7,12,102,61.1,103,4,9,16,0,127,49,1.3,10.6
Tomiwa Durojaiye,157096,DI,ILLINOIS,7,3,0,187,0,,,2.6,,,0,0,,59.4,0,,,0,0,0.0,0,1,33.3,38,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,59,1,0,0,0,0,0,,
Elijah Reed,157097,CB,AKRON,7,172,0,102,0,12.5,20.0,100.0,18.5,3.7,0,3,30.0,86.8,1,26,100.0,1,1,36.7,2,38,22.1,38,0,0,10,1,38,30,1.0,19.0,0,1,11.8,55.6,100.0,21.8,12.1,0,0,0.0,69.7,1,14,22.2,2,0,28.2,5,111,64.5,111,4,6,9,0,42,9,0.4,8.4
Fitzgerald West Jr.,157107,DI,LA LAFAYET,6,2,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,55.9,0,,,0,0,0.0,0,2,100.0,32,0,0,0,0,0,0,0.0,
Jordan Allen,157114,S,HOUSTON,6,128,0,182,1,5.3,50.0,95.2,9.0,4.5,0,0,0.0,72.1,0,6,0.0,0,0,56.3,2,20,15.6,21,1,2,4,0,11,5,0.6,5.5,0,0,5.6,40.0,97.8,42.5,17.0,0,2,40.0,76.9,0,11,25.0,1,1,51.3,2,88,68.8,90,1,3,5,0,19,20,0.2,9.5
Laterrance Welch,157115,CB,UNLV,6,134,0,325,0,8.2,40.0,100.0,25.5,10.2,0,0,0.0,67.7,1,59,33.3,1,0,87.5,2,57,42.5,57,1,2,5,1,64,55,1.3,32.0,0,0,7.0,100.0,100.0,14.5,14.5,0,0,0.0,64.8,1,21,33.3,1,0,79.2,4,61,45.5,61,1,2,4,0,55,27,0.9,13.8
Jaelyn Davis-Robinson,157116,CB,SMU,6,158,0,287,0,8.8,100.0,100.0,8.0,8.0,0,0,0.0,47.8,0,44,40.0,2,0,158.3,4,35,22.2,35,1,3,4,1,87,52,2.7,21.8,0,0,10.8,45.8,100.0,9.5,4.3,0,4,16.7,83.0,1,33,18.8,3,3,71.9,11,109,69.0,109,3,13,24,2,122,47,1.2,11.1
Harold Perkins Jr.,157120,LB,LSU,6,169,0,211,1,6.0,100.0,60.5,21.5,21.5,1,0,0.0,51.7,0,20,50.0,1,0,118.8,2,46,27.2,76,1,0,2,0,29,17,0.7,14.5,0,0,4.8,87.5,83.2,12.0,10.5,0,0,0.0,49.5,0,20,25.0,1,0,102.6,7,89,52.7,107,3,3,8,0,69,27,0.8,9.9
Davison Igbinosun,157129,CB,OHIO STATE,6,172,0,260,0,15.8,15.4,100.0,25.0,3.8,1,4,30.8,71.9,0,15,33.3,1,1,39.6,2,52,30.2,52,0,2,13,0,25,1,0.5,12.5,0,1,12.5,80.0,98.1,12.5,10.0,0,2,20.0,62.5,0,28,0.0,0,2,107.5,8,101,58.7,103,0,5,10,0,98,31,1.0,12.3
Reginald Hughes,157136,LB,COLORADO,7,135,0,143,0,2.8,75.0,48.9,13.3,10.0,0,0,0.0,60.9,0,15,0.0,0,0,86.5,3,45,33.3,92,1,2,4,0,21,23,0.5,7.0,0,4,6.2,72.7,95.2,9.5,6.9,0,0,0.0,44.0,0,27,0.0,0,0,99.1,8,80,59.3,84,2,7,11,0,96,65,1.3,12.0
Ja'Varis Bufford,157140,S,COAST CAR,1,1,0,141,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
DeCarlos Nicholson,157143,CB,USC,6,131,0,326,2,10.7,72.7,97.9,5.4,3.9,0,1,9.1,54.7,0,21,0.0,0,0,133.7,8,46,35.1,47,0,3,11,2,83,8,1.9,10.4,0,0,17.4,37.5,97.3,23.3,8.8,0,2,25.0,74.7,1,69,33.3,1,1,85.4,3,73,55.7,75,0,2,8,1,102,53,1.5,34.0
DJ Wesolak,157154,ED,MO STATE,6,9,0,230,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,13,0,0,0,0,0,0,0.0,,0,1,,,4.9,,,0,0,,63.2,0,,0.0,0,0,0.0,0,5,55.6,103,0,0,0,0,0,0,0.0,
Ja'Marion Wayne,157164,CB,COAST CAR,6,140,0,141,0,7.2,83.3,100.0,3.2,2.7,0,0,0.0,43.8,0,19,50.0,1,0,126.4,5,17,12.1,17,1,1,6,3,29,8,1.8,5.8,0,1,16.5,61.1,98.8,7.0,4.3,2,3,16.7,60.3,0,49,23.1,3,3,94.4,11,81,57.9,82,3,9,18,0,179,57,2.3,16.3
Carmycah Glass,157169,LB,HOUSTON,6,52,0,182,0,2.0,100.0,40.0,6.0,6.0,0,0,0.0,42.7,0,30,,0,0,118.8,1,6,11.5,15,0,0,1,0,30,28,5.0,30.0,0,0,-2.0,50.0,76.1,34.0,17.0,0,0,0.0,66.9,0,0,0.0,0,0,56.3,1,35,67.3,46,0,1,2,0,0,6,0.0,0.0
Braxton Fely,157202,DI,BOISE ST,6,3,0,120,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,41,0,0,0,0,0,0,,,0,1,,,5.1,,,0,0,,52.6,0,,50.0,1,0,0.0,0,3,100.0,59,3,0,0,0,0,0,0.0,
Nuer Gatkuoth,157215,ED,WAKE,6,25,0,339,0,-6.0,100.0,19.4,4.0,4.0,0,0,0.0,63.5,0,-3,,0,0,79.2,1,6,24.0,31,1,0,1,0,-3,3,-0.8,-3.0,0,0,5.0,100.0,18.3,10.0,10.0,0,0,0.0,69.4,0,4,0.0,0,0,83.3,1,11,44.0,60,1,1,1,0,4,-1,0.4,4.0
Christian Ellis,157236,S,VA TECH,4,42,0,337,0,3.0,0.0,100.0,,6.0,0,1,100.0,76.7,0,,,0,1,39.6,0,8,19.0,8,0,0,1,0,0,0,0.0,,0,0,18.0,25.0,100.0,26.0,6.5,0,2,50.0,77.1,0,21,0.0,0,2,49.0,1,29,69.0,29,1,1,4,0,21,11,0.8,21.0
Devon Jackson,157253,LB,OREGON,6,78,0,264,0,,,71.8,,,0,1,,60.6,0,,0.0,0,0,0.0,0,28,35.9,39,0,1,0,0,0,0,0.0,,0,2,1.3,100.0,90.4,5.9,5.9,0,0,0.0,56.9,0,14,42.9,3,0,94.8,8,47,60.3,52,1,2,8,0,54,44,1.1,6.8
Harrison Taggart,157254,LB,CAL,5,48,0,130,0,3.0,100.0,72.7,16.0,16.0,0,0,0.0,58.6,0,5,0.0,0,0,87.5,1,16,33.3,22,0,2,1,0,5,2,0.3,5.0,0,2,-0.7,66.7,90.9,14.5,9.7,0,0,0.0,61.5,0,14,33.3,1,0,86.8,2,30,62.5,33,0,0,3,0,21,16,0.7,10.5
Anthony Jones,157255,ED,UCLA,5,6,0,324,0,-1.0,100.0,6.3,2.0,2.0,0,0,0.0,30.4,0,18,,0,0,118.8,1,2,33.3,32,0,0,1,0,18,19,9.0,18.0,0,0,1.0,100.0,8.7,4.0,4.0,0,0,0.0,52.1,0,9,0.0,0,0,104.2,1,4,66.7,46,2,2,1,0,9,8,2.3,9.0
Jahlil Florence,157256,CB,OREGON,1,3,0,264,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
David Bailey,157272,ED,TEXAS TECH,6,6,0,315,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,30,1,0,0,0,0,0,,,0,0,,,3.9,,,0,0,,62.7,0,,0.0,0,0,0.0,0,3,50.0,76,4,1,0,0,0,0,0.0,
Matt Rose,157275,LB,STANFORD,6,149,0,300,0,-2.0,75.0,66.7,11.7,8.8,0,1,25.0,85.8,0,3,14.3,1,1,77.1,3,36,24.2,54,5,6,4,0,5,8,0.1,1.7,0,4,2.4,85.7,84.5,12.8,11.0,0,0,0.0,75.8,0,7,13.3,2,0,83.3,6,82,55.0,97,3,9,7,0,28,23,0.4,4.7
Collin Wright,157276,CB,STANFORD,5,204,0,300,0,16.9,66.7,100.0,9.2,6.1,0,0,0.0,52.3,0,37,0.0,0,0,139.8,6,56,27.5,56,0,3,9,2,92,5,1.7,15.3,0,2,9.5,53.3,100.0,13.4,7.1,0,2,13.3,63.9,0,25,14.3,2,2,70.4,8,115,56.4,115,2,10,15,0,86,37,0.8,10.8
Scotty Edwards,157277,S,STANFORD,5,149,0,300,1,9.8,75.0,97.9,15.7,11.8,0,1,25.0,68.0,0,24,20.0,1,1,97.9,3,47,31.5,48,3,3,4,0,32,3,0.7,10.7,0,1,10.4,75.0,93.2,12.7,9.5,0,1,12.5,51.8,0,29,27.3,3,1,156.3,6,82,55.0,88,2,7,8,1,103,41,1.4,17.2
Ernest Cooper,157278,ED,STANFORD,6,20,0,300,0,-3.0,100.0,6.1,3.0,3.0,0,0,0.0,61.6,0,15,,0,0,118.8,1,3,15.0,49,1,0,1,0,15,18,5.0,15.0,0,0,,,17.1,,,0,0,,64.8,0,,50.0,1,0,0.0,0,13,65.0,76,0,1,0,0,0,0,0.0,
Tevarua Tafiti,157281,ED,STANFORD,5,35,0,300,0,2.0,50.0,13.6,6.0,3.0,0,1,50.0,49.6,0,13,50.0,1,1,110.4,1,6,17.1,44,1,1,2,1,13,12,2.2,13.0,0,0,-4.6,80.0,20.6,5.0,4.0,0,0,0.0,62.4,0,8,50.0,1,0,79.2,4,21,60.0,102,1,1,5,0,9,30,0.5,2.3
Namdi Obiazor,157288,LB,TCU,6,142,0,305,1,-4.0,100.0,52.4,11.0,11.0,0,0,0.0,54.9,0,10,0.0,0,0,108.3,1,11,7.7,21,0,0,1,0,10,14,0.9,10.0,0,2,-1.2,100.0,84.3,17.2,17.2,0,0,0.0,63.9,0,12,18.2,2,0,91.7,5,91,64.1,108,5,7,5,0,30,36,0.3,6.0
Damonic Williams,157291,DI,OKLAHOMA,5,1,0,261,0,5.0,0.0,7.1,,1.0,0,0,0.0,58.3,0,,,0,0,39.6,0,1,100.0,14,0,0,1,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,50,0,0,0,0,0,0,,
Paul Oyewale,157294,ED,TCU,6,6,0,305,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,16,0,0,0,0,0,0,0.0,,0,0,,,4.4,,,0,0,,61.8,0,,50.0,1,0,0.0,0,4,66.7,90,1,1,0,0,0,0,0.0,
Champ Lewis,157299,CB,TULSA,6,73,0,320,0,21.8,33.3,100.0,14.0,4.7,0,3,50.0,71.4,0,24,0.0,0,2,91.0,2,30,41.1,30,0,2,6,1,31,0,1.1,15.5,0,0,14.7,66.7,100.0,14.0,9.3,0,1,33.3,54.6,0,42,33.3,1,0,109.7,2,31,42.5,31,1,2,3,0,47,2,1.7,23.5
Kyron Chambers,157300,CB,SMU,4,80,0,287,1,6.7,66.7,86.4,4.8,3.2,0,1,16.7,50.1,0,27,0.0,0,1,95.1,4,19,23.8,22,0,1,6,0,54,27,2.8,13.5,0,1,6.3,75.0,98.1,17.3,13.0,0,0,0.0,61.9,0,20,0.0,0,0,87.5,3,53,66.3,54,1,2,4,0,22,2,0.4,7.3
Chace Biddle,157301,S,UTEP,2,10,0,330,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,53.8,0,,100.0,1,0,0.0,0,8,80.0,8,0,0,0,0,0,0,0.0,
Justice Finkley,157306,ED,KANSAS,7,7,0,198,0,,,2.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,39,0,0,0,0,0,0,0.0,,0,1,-2.7,66.7,7.7,3.0,2.0,0,0,0.0,36.3,0,14,0.0,0,0,82.6,2,6,85.7,78,0,0,3,0,18,20,3.0,9.0
Jaylon Guilbeau,157307,CB,TEXAS,6,182,0,311,1,14.1,63.6,100.0,7.0,4.5,0,0,0.0,58.6,0,23,28.6,2,0,88.8,7,49,26.9,49,1,4,11,0,89,37,1.8,12.7,0,0,11.7,55.6,100.0,25.2,14.0,1,2,22.2,70.5,1,40,30.0,3,1,75.0,5,130,71.4,130,2,7,9,1,63,11,0.5,12.6
Larry Turner-Gooden,157308,S,S JOSE ST,5,152,0,285,0,4.0,50.0,97.4,34.0,17.0,0,1,50.0,69.7,0,2,0.0,0,1,56.3,1,38,25.0,39,1,2,2,0,2,0,0.1,2.0,0,2,18.8,50.0,97.8,42.5,21.3,0,0,0.0,59.1,1,14,0.0,0,0,32.3,2,90,59.2,92,0,4,4,0,27,0,0.3,13.5
Aaron Bryant,157310,DI,VANDERBILT,6,1,0,333,0,,,8.3,,,0,0,,57.5,0,,50.0,1,0,0.0,0,1,100.0,12,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,
BJ Allen Jr.,157311,CB,N TEXAS,6,51,0,251,0,12.2,20.0,100.0,18.0,3.6,0,1,20.0,72.8,0,34,0.0,0,1,55.4,1,20,39.2,20,0,1,5,0,34,1,1.9,34.0,0,1,3.0,100.0,96.3,8.3,8.3,0,0,0.0,62.9,0,7,25.0,1,0,90.3,3,26,51.0,27,1,2,3,0,17,8,0.7,5.7
Joseph Adedire,157323,ED,NC STATE,2,1,0,248,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,
Harvey Dyson,157327,ED,TULANE,6,15,0,319,0,,,7.5,,,0,0,,61.7,0,,,0,0,0.0,0,3,20.0,40,2,0,0,0,0,0,0.0,,0,1,,,18.0,,,0,0,,48.5,0,,0.0,0,0,0.0,0,9,60.0,50,3,0,0,0,0,0,0.0,
Wesley Smith,157329,LB,TEXAS TECH,2,9,0,315,0,,,100.0,,,0,0,,71.5,0,,0.0,0,0,0.0,0,2,22.2,2,1,1,0,0,0,0,0.0,,0,0,-3.0,0.0,57.1,,3.0,0,0,0.0,72.4,0,,,0,0,39.6,0,4,44.4,7,0,0,1,0,0,0,0.0,
Ben Roberts,157332,LB,TEXAS TECH,6,175,0,315,0,,,57.6,,,0,0,,64.5,0,,0.0,0,0,0.0,0,19,10.9,33,0,1,0,0,0,0,0.0,,0,3,5.4,85.7,91.7,13.3,11.4,0,0,0.0,63.6,0,44,9.1,1,0,111.9,6,88,50.3,96,4,7,7,0,76,54,1.0,12.7
Tanner Allen,157340,DI,TEXAS TECH,2,1,0,315,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,
Trey Lathan,157359,LB,KANSAS,7,195,0,198,0,-4.3,100.0,81.5,17.3,17.3,0,0,0.0,64.7,0,13,0.0,0,0,98.6,3,53,27.2,65,2,5,3,0,23,36,0.4,7.7,0,2,5.1,46.7,83.6,13.4,6.3,1,1,6.7,90.1,1,11,7.1,1,1,25.7,7,97,49.7,116,7,11,15,0,33,23,0.4,4.7
Mumu Bin-Wahad,157368,S,UNLV,4,61,0,325,1,3.8,50.0,100.0,4.5,2.3,0,1,25.0,82.0,0,2,0.0,0,1,56.3,2,10,16.4,10,0,0,4,0,3,4,0.3,1.5,0,2,0.0,66.7,96.8,7.5,5.0,0,0,0.0,68.5,0,9,0.0,0,0,70.8,4,30,49.2,31,1,2,6,0,19,18,0.6,4.8
Brylan Green,157386,S,LIBERTY,5,103,0,206,1,3.4,50.0,94.6,8.3,4.1,0,1,12.5,75.9,1,11,0.0,0,1,16.7,4,35,34.0,37,2,4,8,0,21,14,0.6,5.3,0,0,13.8,75.0,100.0,18.7,14.0,0,1,25.0,67.1,0,22,0.0,0,1,153.1,3,57,55.3,57,1,5,4,2,47,0,0.8,15.7
Dexter Ricks Jr.,157387,CB,LIBERTY,6,114,0,206,0,14.8,20.0,100.0,35.0,7.0,0,1,20.0,67.5,0,13,0.0,0,1,39.6,1,36,31.6,36,0,1,5,0,13,10,0.4,13.0,0,2,11.3,55.6,98.5,12.8,7.1,0,0,0.0,74.3,0,13,0.0,0,0,60.9,5,66,57.9,67,5,5,9,0,15,7,0.2,3.0
Jayden Sweeney,157389,S,FAU,6,117,0,165,1,14.3,50.0,96.1,20.0,10.0,0,0,0.0,65.2,0,9,33.3,2,0,59.4,2,49,41.9,51,0,3,4,0,15,10,0.4,7.5,0,0,10.0,71.4,98.4,11.8,8.4,0,0,0.0,57.0,0,46,14.3,1,0,144.6,5,61,52.1,62,3,6,7,1,73,38,1.2,14.6
A'Khori Jones,157391,S,LIBERTY,6,117,0,206,0,5.5,100.0,97.7,19.0,19.0,0,0,0.0,56.8,0,36,100.0,2,0,118.8,2,42,35.9,43,0,0,2,0,46,35,1.2,23.0,0,0,9.8,50.0,94.1,31.0,15.5,0,0,0.0,58.8,1,55,25.0,1,0,95.8,2,64,54.7,68,2,3,4,1,62,39,1.0,31.0
Elijah Auguste,157393,S,LIBERTY,6,80,0,206,0,0.7,100.0,100.0,8.7,8.7,0,0,0.0,74.2,0,10,0.0,0,0,80.6,3,27,33.8,27,2,4,3,0,10,8,0.4,3.3,0,1,37.0,0.0,93.8,,43.0,0,0,0.0,66.9,0,,0.0,0,0,39.6,0,45,56.3,48,1,2,1,0,0,0,0.0,
Lawrence Brown Jr.,157394,CB,UTSA,3,21,0,331,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,1,0,0,0,0,0,0,0.0,,0,0,26.0,50.0,100.0,15.0,7.5,0,1,50.0,62.2,0,47,0.0,0,1,95.8,1,15,71.4,15,0,1,2,0,47,9,3.1,47.0
Jackson Vick,157406,CB,NC STATE,4,157,0,248,0,11.6,44.4,90.9,7.0,3.1,0,1,11.1,50.6,0,19,100.0,3,1,104.4,4,30,19.1,33,0,0,9,1,61,24,2.2,15.3,0,1,8.4,81.3,99.1,8.3,6.8,1,1,6.3,65.0,0,36,11.1,1,1,104.2,13,116,73.9,117,4,7,16,0,144,63,1.3,11.1
Aisea Moa,157430,LB,MICH STATE,6,38,0,223,0,-1.3,100.0,68.8,3.3,3.3,0,0,0.0,55.4,0,5,0.0,0,0,80.6,3,11,28.9,16,0,1,3,0,10,14,1.0,3.3,0,0,7.5,100.0,54.5,8.5,8.5,0,0,0.0,60.1,0,9,33.3,1,0,100.0,2,18,47.4,33,1,2,2,0,16,1,0.9,8.0
Logan Fano,157432,ED,UTAH,5,5,0,328,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,49,1,1,0,0,0,0,,,0,1,-5.0,100.0,10.5,4.0,4.0,0,0,0.0,63.0,0,10,0.0,0,0,108.3,1,4,80.0,38,2,3,1,0,10,15,2.5,10.0
Michael Daley,157435,ED,RICE,4,8,0,275,0,,,8.7,,,0,0,,60.1,0,,100.0,1,0,0.0,0,2,25.0,23,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,5.4,2.0,2.0,0,0,0.0,50.8,0,29,100.0,1,0,118.8,1,2,25.0,37,1,0,1,0,29,24,14.5,29.0
Isaiah Glasker,157436,LB,BYU,6,117,0,128,1,5.0,100.0,50.9,25.0,25.0,0,0,0.0,56.3,0,9,0.0,0,0,104.2,1,28,23.9,55,0,0,1,0,9,4,0.4,9.0,0,1,3.3,66.7,74.7,8.5,5.7,0,1,8.3,65.6,1,20,28.6,2,1,45.8,8,68,58.1,91,3,4,12,0,66,63,1.0,8.3
J.D. Lampley,157442,DI,E CAROLINA,6,4,0,156,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,1,,,2.8,,,0,0,,60.1,0,,0.0,0,0,0.0,0,3,75.0,108,1,1,0,0,0,0,0.0,
Samuel Dankah,157444,LB,E CAROLINA,6,114,0,156,0,,,75.0,,,0,0,,62.2,0,,,0,0,0.0,0,6,5.3,8,0,0,0,0,0,0,0.0,,0,1,9.0,66.7,80.7,10.5,7.0,0,1,8.3,55.2,0,20,14.3,1,1,112.2,8,88,77.2,109,2,5,12,1,77,28,0.9,9.6
Isaiah Brown-Murray,157447,CB,VA TECH,7,176,0,337,0,20.5,0.0,100.0,,12.0,0,0,0.0,77.2,0,,,0,0,39.6,0,27,15.3,27,0,0,2,0,0,0,0.0,,0,0,7.8,72.2,99.2,8.9,6.4,0,3,16.7,71.1,1,54,18.2,2,1,93.1,13,120,68.2,121,3,9,18,1,153,80,1.3,11.8
Zakye Barker,157449,LB,SMU,4,37,0,287,1,17.0,100.0,84.6,11.0,11.0,0,0,0.0,49.6,0,29,0.0,0,0,118.8,1,11,29.7,13,0,0,1,0,29,12,2.6,29.0,0,0,4.8,50.0,82.1,11.5,5.8,1,1,25.0,63.7,0,19,50.0,2,1,76.0,2,23,62.2,28,0,2,4,0,31,27,1.3,15.5
Joey Zelinsky,157453,ED,PITTSBURGH,5,4,0,268,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,3,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,6.8,3.0,3.0,0,0,0.0,49.0,0,13,,0,0,118.8,1,3,75.0,44,1,0,1,0,13,7,4.3,13.0
Jason Marshall,157457,S,E MICHIGAN,7,153,0,160,1,6.3,75.0,100.0,23.3,17.5,0,0,0.0,65.6,0,7,14.3,1,0,120.8,3,74,48.4,74,1,5,4,1,16,10,0.2,5.3,0,1,4.5,50.0,100.0,49.0,24.5,0,0,0.0,66.9,0,8,25.0,1,0,60.4,1,51,33.3,51,1,2,2,0,8,6,0.2,8.0
Joshua Scott,157470,CB,E MICHIGAN,7,189,0,160,0,14.6,53.3,97.6,10.0,5.3,0,2,13.3,54.7,0,34,28.6,2,2,121.1,8,83,43.9,85,2,5,15,2,126,13,1.6,15.8,0,0,10.3,66.7,98.7,35.0,23.3,0,0,0.0,68.5,0,18,0.0,0,0,85.4,2,74,39.2,75,0,4,3,0,20,6,0.3,10.0
Barry Manning,157476,LB,E MICHIGAN,7,142,0,160,0,1.5,75.0,83.8,18.0,13.5,1,1,25.0,59.6,0,15,40.0,2,1,125.0,3,57,40.1,68,0,3,4,1,20,13,0.4,6.7,0,1,5.3,77.8,98.3,7.7,6.0,0,0,0.0,61.5,0,12,12.5,1,0,85.6,7,57,40.1,58,1,6,9,0,41,12,0.8,5.9
Maverick Baranowski,157484,LB,MINNESOTA,6,139,0,225,0,,,79.4,,,0,0,,67.2,0,,,0,0,0.0,0,50,36.0,63,1,0,0,0,0,0,0.0,,0,2,4.0,50.0,89.7,17.0,8.5,0,0,0.0,67.1,0,15,0.0,0,0,62.0,4,70,50.4,78,3,3,8,0,35,15,0.5,8.8
Anthony Smith,157485,ED,MINNESOTA,6,3,0,225,0,,,1.4,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,33.3,70,3,0,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,60.3,0,,100.0,1,0,0.0,0,2,66.7,82,2,0,0,0,0,0,0.0,
Tariq Watson,157504,CB,UAB,3,33,0,321,0,44.0,0.0,100.0,,9.0,0,0,0.0,71.9,0,,0.0,0,0,39.6,0,11,33.3,11,0,1,1,0,0,0,0.0,,0,0,21.8,25.0,100.0,21.0,5.3,0,1,25.0,53.2,0,14,100.0,1,1,81.3,1,21,63.6,21,0,0,4,1,14,4,0.7,14.0
Tyler Stolsky,157505,LB,FAU,6,109,0,165,1,3.0,100.0,54.3,17.0,17.0,0,0,0.0,62.8,0,5,25.0,1,0,87.5,1,19,17.4,35,1,2,1,0,5,2,0.3,5.0,0,0,-0.2,93.8,94.6,4.5,4.2,0,0,0.0,59.5,0,10,0.0,0,0,88.5,15,70,64.2,74,2,9,16,0,84,90,1.3,5.6
Joey Gerlach,157506,LB,MINNESOTA,6,18,0,225,0,,,50.0,,,0,0,,62.4,0,,,0,0,0.0,0,5,27.8,10,0,0,0,0,0,0,0.0,,0,1,4.0,100.0,66.7,10.0,10.0,0,0,0.0,72.9,0,4,0.0,0,0,83.3,1,10,55.6,15,1,2,1,0,4,0,0.4,4.0
Aidan Gousby,157507,S,MINNESOTA,4,99,0,225,0,13.3,100.0,94.9,11.0,11.0,0,0,0.0,55.7,0,16,0.0,0,0,153.5,3,37,37.4,39,1,3,3,1,34,1,1.0,11.3,0,0,11.6,20.0,100.0,45.0,9.0,1,0,0.0,60.3,0,11,0.0,0,0,39.6,1,45,45.5,45,0,5,5,0,11,1,0.2,11.0
Coleman Bryson,157509,S,N CAROLINA,5,39,0,245,0,14.0,0.0,93.3,,13.0,0,1,100.0,57.4,0,,100.0,1,1,39.6,0,14,35.9,15,0,0,1,0,0,0,0.0,,0,0,7.7,83.3,92.3,4.6,3.8,0,0,0.0,32.1,0,10,100.0,1,0,88.9,5,24,61.5,26,0,0,6,0,32,29,1.4,6.4
Jamare Glasker,157528,CB,MARYLAND,4,140,0,215,1,12.0,42.9,100.0,14.7,6.3,0,1,14.3,59.3,0,17,0.0,0,1,96.4,3,48,34.3,48,1,1,7,2,32,13,0.7,10.7,0,0,13.0,50.0,100.0,20.5,10.3,0,1,12.5,71.8,1,64,20.0,1,1,94.3,4,84,60.0,84,1,4,8,1,97,77,1.2,24.3
Zamari Stevenson,157530,CB,WAKE,6,59,0,339,0,26.0,0.0,92.9,,10.0,0,0,0.0,65.2,0,,,0,0,39.6,0,13,22.0,14,0,0,1,0,0,0,0.0,,0,0,6.6,54.5,100.0,5.3,2.9,0,0,0.0,72.8,1,19,0.0,0,0,27.1,6,34,57.6,34,3,4,11,0,46,15,1.4,7.7
Eli Hall,157533,ED,LIBERTY,6,2,0,206,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,17,1,0,0,0,0,0,0.0,,0,0,,,3.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,33,0,0,0,0,0,0,0.0,
